Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,3420.0,3447.0,3405.14990234375,3429.35009765625,3372.32275390625,1501842
2023-09-06,3434.0,3443.89990234375,3398.10009765625,3429.89990234375,3372.86376953125,1314818
2023-09-07,3430.800048828125,3460.0,3422.300048828125,3455.25,3397.792236328125,1885092
2023-09-08,3455.25,3465.0,3435.050048828125,3441.89990234375,3384.6640625,1518917
2023-09-11,3462.0,3485.699951171875,3445.0,3480.64990234375,3422.769775390625,1783604
2023-09-12,3492.0,3589.89990234375,3483.0,3580.800048828125,3521.25439453125,4476016
2023-09-13,3571.10009765625,3588.85009765625,3545.0,3567.85009765625,3508.52001953125,1754929
2023-09-14,3570.050048828125,3597.699951171875,3545.60009765625,3560.050048828125,3500.849609375,2604721
2023-09-15,3567.85009765625,3607.35009765625,3562.449951171875,3598.300048828125,3538.4638671875,2952897
2023-09-18,3580.050048828125,3619.300048828125,3575.25,3606.14990234375,3546.1826171875,1395753
2023-09-20,3580.0,3625.0,3580.0,3606.050048828125,3546.08447265625,1649396
2023-09-21,3588.550048828125,3605.0,3528.0,3585.300048828125,3525.679443359375,2004073
2023-09-22,3584.0,3633.75,3565.050048828125,3603.64990234375,3543.724609375,1989083
2023-09-25,3602.5,3620.0,3558.64990234375,3577.14990234375,3517.6650390625,1238778
2023-09-26,3567.60009765625,3594.949951171875,3536.0,3585.699951171875,3526.072998046875,1726062
2023-09-27,3590.0,3614.0,3555.699951171875,3589.300048828125,3529.61328125,1541134
2023-09-28,3600.0,3602.800048828125,3527.35009765625,3536.75,3477.936767578125,1755753
2023-09-29,3537.199951171875,3568.449951171875,3505.550048828125,3528.60009765625,3469.922607421875,2243791
2023-10-03,3534.199951171875,3534.199951171875,3480.10009765625,3513.85009765625,3455.41796875,1948148
2023-10-04,3486.300048828125,3548.0,3477.300048828125,3537.75,3478.92041015625,1788138
2023-10-05,3554.0,3624.0,3551.199951171875,3589.35009765625,3529.662353515625,2990768
2023-10-06,3591.0,3634.949951171875,3575.050048828125,3621.39990234375,3561.179443359375,2075691
2023-10-09,3645.050048828125,3679.0,3631.0,3638.35009765625,3577.847412109375,4233074
2023-10-10,3640.050048828125,3648.0,3601.35009765625,3628.89990234375,3568.554443359375,1848148
2023-10-11,3650.0,3650.0,3605.0,3609.89990234375,3549.870361328125,2426417
2023-10-12,3575.0,3588.64990234375,3538.10009765625,3542.550048828125,3483.640380859375,4241281
2023-10-13,3530.0,3577.0,3525.0,3570.85009765625,3511.4697265625,2890357
2023-10-16,3566.0,3574.64990234375,3519.10009765625,3524.050048828125,3465.447998046875,1671104
2023-10-17,3530.0,3534.14990234375,3503.35009765625,3507.050048828125,3448.730712890625,1672065
2023-10-18,3511.0,3522.699951171875,3484.0,3487.25,3429.26025390625,1408245
2023-10-19,3469.5,3476.85009765625,3451.89990234375,3455.64990234375,3406.978515625,1514545
2023-10-20,3450.39990234375,3499.5,3444.050048828125,3494.550048828125,3445.330810546875,1481211
