Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,438.8999938964844,444.5,438.5,443.1000061035156,429.0760192871094,8378915
2023-09-06,443.95001220703125,448.5,442.0,447.45001220703125,433.2883605957031,12863039
2023-09-07,448.79998779296875,449.0,444.6000061035156,445.8999938964844,431.7873840332031,8090369
2023-09-08,447.8999938964844,447.8999938964844,441.8500061035156,442.6499938964844,428.6402587890625,9939517
2023-09-11,446.0,448.1000061035156,442.6499938964844,447.20001220703125,433.0462646484375,9320577
2023-09-12,448.8999938964844,454.29998779296875,445.6000061035156,451.1499938964844,436.8712463378906,14406441
2023-09-13,452.20001220703125,457.0,451.1000061035156,453.5,439.1468505859375,11813170
2023-09-14,455.8999938964844,455.8999938964844,447.1499938964844,449.95001220703125,435.709228515625,14430930
2023-09-15,448.04998779296875,452.1000061035156,447.0,448.3500061035156,434.1598815917969,15077136
2023-09-18,448.3500061035156,454.0,446.20001220703125,452.04998779296875,437.74273681640625,8197425
2023-09-20,451.70001220703125,455.1000061035156,449.54998779296875,452.95001220703125,438.6142883300781,9959649
2023-09-21,452.79998779296875,453.54998779296875,444.5,447.5,433.3367614746094,10719470
2023-09-22,447.5,448.3999938964844,442.25,443.1000061035156,429.0760192871094,7506309
2023-09-25,443.1000061035156,444.79998779296875,438.3500061035156,442.6000061035156,428.59185791015625,5782955
2023-09-26,443.6000061035156,444.5,439.70001220703125,442.45001220703125,428.44659423828125,5327833
2023-09-27,442.45001220703125,449.79998779296875,438.79998779296875,449.1499938964844,434.93450927734375,10490786
2023-09-28,449.95001220703125,449.95001220703125,439.6000061035156,440.75,426.8003845214844,10216736
2023-09-29,442.0,445.6000061035156,439.20001220703125,444.3999938964844,430.3348693847656,8160058
2023-10-03,441.0,442.8999938964844,439.25,439.75,425.8320617675781,7481883
2023-10-04,439.75,441.70001220703125,433.29998779296875,436.1000061035156,422.2975769042969,13396709
2023-10-05,440.0,440.5,435.04998779296875,436.04998779296875,422.2491455078125,10030257
2023-10-06,437.8500061035156,443.6000061035156,436.6499938964844,442.1499938964844,428.15606689453125,8418580
2023-10-09,440.95001220703125,443.20001220703125,437.25,440.45001220703125,426.5099182128906,5611154
2023-10-10,440.45001220703125,444.8500061035156,440.45001220703125,444.3999938964844,430.3348693847656,5014758
2023-10-11,447.20001220703125,449.45001220703125,444.79998779296875,448.25,434.0630187988281,7651513
2023-10-12,449.6499938964844,452.5,446.1499938964844,450.70001220703125,436.43548583984375,11774487
2023-10-13,449.8500061035156,451.79998779296875,447.0,448.3500061035156,434.1598815917969,7632483
2023-10-16,448.0,451.0,446.20001220703125,448.95001220703125,434.7408752441406,4214958
2023-10-17,449.79998779296875,454.5,449.0,453.45001220703125,439.09844970703125,6936218
2023-10-18,454.25,458.20001220703125,451.0,451.6499938964844,437.35540771484375,6894947
2023-10-19,449.75,454.8999938964844,446.8500061035156,450.3999938964844,436.14495849609375,9465463
2023-10-20,445.0,449.0,437.3500061035156,438.29998779296875,424.42791748046875,13020371
2023-10-23,438.0,439.95001220703125,433.1000061035156,435.8999938964844,422.1039123535156,7275471
2023-10-25,436.8999938964844,438.0,427.04998779296875,432.70001220703125,419.0051574707031,10889221
2023-10-26,429.54998779296875,436.6000061035156,429.54998779296875,434.3500061035156,420.60296630859375,18801214
2023-10-27,434.3500061035156,436.79998779296875,432.20001220703125,433.75,420.0219421386719,13132487
2023-10-30,434.54998779296875,437.1499938964844,428.3500061035156,430.45001220703125,416.826416015625,7618033
2023-10-31,430.0,433.3500061035156,427.8999938964844,428.3999938964844,414.8412780761719,8620154
2023-11-01,430.0,431.1000061035156,425.5,428.1000061035156,414.5507507324219,7990245
2023-11-02,430.04998779296875,432.70001220703125,428.6499938964844,431.1499938964844,417.5042419433594,8152031
2023-11-03,432.79998779296875,434.3999938964844,431.1000061035156,433.25,419.53778076171875,13802600
2023-11-06,433.5,436.79998779296875,432.54998779296875,435.3500061035156,421.5713195800781,7308229
2023-11-07,434.8999938964844,434.8999938964844,432.1499938964844,432.70001220703125,419.0051574707031,5124012
2023-11-08,433.1499938964844,437.5,432.29998779296875,436.95001220703125,423.1206970214844,6979849
2023-11-09,437.79998779296875,438.0,433.8999938964844,434.3999938964844,420.6513671875,7785767
2023-11-10,434.3999938964844,438.0,432.5,436.54998779296875,422.7333068847656,4079205
2023-11-13,438.3999938964844,438.3999938964844,435.0,436.0,422.2007141113281,3744754
2023-11-15,438.1000061035156,442.5,437.5,441.95001220703125,427.9624328613281,7436428
2023-11-16,441.95001220703125,444.5,437.6000061035156,438.6499938964844,424.766845703125,10857863
2023-11-17,439.25,441.5,438.29998779296875,439.25,425.3478698730469,6655278
2023-11-20,439.8500061035156,440.29998779296875,434.5,436.79998779296875,422.97540283203125,4335388
2023-11-21,437.1499938964844,439.29998779296875,435.5,436.25,422.4428405761719,5997810
2023-11-22,437.0,440.3999938964844,434.79998779296875,439.70001220703125,425.78363037109375,4886687
2023-11-23,440.95001220703125,442.25,438.25,440.3500061035156,426.4130554199219,6366606
2023-11-24,441.0,442.25,436.8500061035156,437.79998779296875,423.9437561035156,6821878
2023-11-28,438.0,439.0,434.8999938964844,435.25,421.4744567871094,8745691
2023-11-29,436.0,438.5,434.1499938964844,437.20001220703125,423.3627624511719,13785216
2023-11-30,436.70001220703125,438.45001220703125,434.5,435.79998779296875,422.0070495605469,15127505
2023-12-01,437.8999938964844,450.95001220703125,437.3999938964844,449.79998779296875,435.56396484375,19336856
2023-12-04,455.0,456.3999938964844,451.0,454.04998779296875,439.679443359375,12800220
2023-12-05,455.0,457.79998779296875,450.1000061035156,451.75,437.4522399902344,12136292
2023-12-06,453.8999938964844,464.5,452.1000061035156,463.25,448.5882873535156,20417559
2023-12-07,464.75,464.79998779296875,457.3999938964844,458.1000061035156,443.60125732421875,11310918
2023-12-08,459.95001220703125,461.6000061035156,448.5,449.1499938964844,434.93450927734375,18667895
2023-12-11,451.5,453.6000061035156,449.29998779296875,452.45001220703125,438.1300964355469,6599973
2023-12-12,454.20001220703125,460.0,452.3500061035156,453.1000061035156,438.759521484375,10158101
2023-12-13,456.29998779296875,458.8500061035156,453.1000061035156,455.6499938964844,441.2287902832031,11283868
2023-12-14,460.0,461.0,449.45001220703125,460.1000061035156,445.5379943847656,14370803
2023-12-15,461.8999938964844,462.95001220703125,455.0,458.20001220703125,443.6981201171875,15789845
2023-12-18,455.0,456.0,450.3500061035156,451.6499938964844,437.35540771484375,12027620
2023-12-19,453.3500061035156,458.0,452.04998779296875,456.1000061035156,441.6645812988281,10268755
2023-12-20,459.0,459.25,449.29998779296875,451.0,436.7259826660156,10367665
2023-12-21,449.0,453.75,444.45001220703125,451.45001220703125,437.1617431640625,11154625
2023-12-22,453.0,455.8999938964844,450.54998779296875,455.20001220703125,440.7930603027344,11026317
2023-12-26,456.04998779296875,458.8999938964844,454.70001220703125,456.45001220703125,442.0035095214844,5871301
2023-12-27,457.0,458.5,453.75,457.1000061035156,442.6329345703125,7543383
2023-12-28,457.20001220703125,464.70001220703125,456.1000061035156,464.1000061035156,449.411376953125,20696101
2023-12-29,464.1000061035156,467.8999938964844,461.3500061035156,462.1000061035156,447.47467041015625,12888266
2024-01-01,463.5,469.95001220703125,462.6499938964844,468.04998779296875,453.236328125,9346277
2024-01-02,470.0,471.3500061035156,463.6000061035156,470.3500061035156,455.46356201171875,10519771
2024-01-03,470.25,480.70001220703125,469.3500061035156,477.25,462.14520263671875,24036012
2024-01-04,480.0,481.45001220703125,474.20001220703125,476.3999938964844,461.32208251953125,11786959
2024-01-05,479.3999938964844,479.3999938964844,472.0,473.95001220703125,458.94964599609375,9209405
2024-01-08,475.0,475.5,464.54998779296875,465.5,450.76708984375,8003177
2024-01-09,467.5,469.95001220703125,463.6499938964844,464.54998779296875,449.84710693359375,5696780
2024-01-10,464.54998779296875,466.75,460.04998779296875,463.29998779296875,448.6366882324219,5896123
2024-01-11,464.1000061035156,466.54998779296875,461.1000061035156,462.6499938964844,448.00726318359375,6534775
