Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,644.0,648.0999755859375,636.0,640.9500122070312,638.7776489257812,3759460
2023-09-06,643.5,651.2000122070312,639.2999877929688,647.5499877929688,645.3552856445312,2898323
2023-09-07,648.0,657.75,643.0499877929688,656.75,654.5241088867188,2349089
2023-09-08,659.2000122070312,660.7999877929688,652.9500122070312,657.4500122070312,655.2217407226562,1693851
2023-09-11,658.0,677.5499877929688,656.4000244140625,668.6500244140625,666.3837890625,4083029
2023-09-12,668.6500244140625,670.2999877929688,656.5,660.9500122070312,658.7098999023438,4061914
2023-09-13,656.0,658.9500122070312,642.7000122070312,650.2000122070312,647.996337890625,4423644
2023-09-14,650.2999877929688,655.4000244140625,643.0,645.4500122070312,643.262451171875,3735579
2023-09-15,641.2000122070312,646.8499755859375,640.2999877929688,644.9000244140625,642.7142944335938,6827895
2023-09-18,644.7000122070312,665.5499877929688,644.5999755859375,659.9500122070312,657.7132568359375,4012209
2023-09-20,659.3499755859375,659.3499755859375,645.75,648.2000122070312,646.0031127929688,1596867
2023-09-21,646.0499877929688,653.9000244140625,641.4000244140625,644.25,642.0664672851562,2420603
2023-09-22,643.4000244140625,656.0,642.25,649.4500122070312,647.2488403320312,1925717
2023-09-25,652.2000122070312,653.0,640.0499877929688,642.0999755859375,639.9237670898438,2079256
2023-09-26,640.0499877929688,648.8499755859375,638.1500244140625,644.25,642.0664672851562,1968753
2023-09-27,647.9000244140625,649.5499877929688,639.7999877929688,648.2000122070312,646.0031127929688,1452570
2023-09-28,645.2000122070312,650.6500244140625,633.3499755859375,634.7000122070312,632.5488891601562,2418577
2023-09-29,635.5499877929688,639.4000244140625,630.6500244140625,637.4000244140625,635.23974609375,1830734
2023-10-03,634.4500122070312,637.5,628.5499877929688,633.5499877929688,631.4027099609375,3454441
2023-10-04,631.0,632.0,624.25,625.5,623.3800048828125,2357914
2023-10-05,626.0,627.75,619.9000244140625,624.3499755859375,622.23388671875,4050085
