Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,7283.0,7358.4501953125,7280.0,7345.10009765625,7308.4111328125,1221353
2023-09-06,7315.2998046875,7397.0,7290.7001953125,7387.7998046875,7350.8974609375,605157
2023-09-07,7380.0,7387.7998046875,7303.7001953125,7363.2001953125,7326.4208984375,549622
2023-09-08,7390.0,7449.9501953125,7370.0,7410.64990234375,7373.63330078125,624642
2023-09-11,7425.0,7444.0,7362.0,7391.64990234375,7354.72802734375,406849
2023-09-12,7421.0,7459.0,7305.5,7431.2998046875,7394.18017578125,963517
2023-09-13,7429.2998046875,7508.25,7380.64990234375,7475.89990234375,7438.5576171875,579846
2023-09-14,7475.89990234375,7511.7001953125,7427.0498046875,7494.2998046875,7456.865234375,650372
2023-09-15,7499.0,7565.14990234375,7455.5498046875,7492.2001953125,7454.7763671875,787494
2023-09-18,7488.89990234375,7560.0,7465.0,7548.64990234375,7510.94384765625,706618
2023-09-20,7488.64990234375,7647.0,7483.0,7539.0,7501.34228515625,844190
2023-09-21,7530.0,7583.64990234375,7425.0,7484.2001953125,7446.81640625,675725
2023-09-22,7493.9501953125,7577.0,7453.60009765625,7471.35009765625,7434.0302734375,526304
2023-09-25,7575.0,7849.89990234375,7510.0,7819.85009765625,7780.78955078125,2347533
2023-09-26,7819.89990234375,7899.9501953125,7775.0,7870.64990234375,7831.33544921875,1246820
2023-09-27,7855.0,7855.0,7742.75,7837.5498046875,7798.40087890625,744110
2023-09-28,7804.75,7829.0,7718.0498046875,7739.0,7700.34326171875,777505
2023-09-29,7739.0,7848.0,7725.0,7810.75,7771.73486328125,573005
2023-10-03,7780.7998046875,7975.5,7755.0,7967.60009765625,7927.8017578125,944555
2023-10-04,8025.0,8043.0,7820.0,7854.0498046875,7814.818359375,1176384
2023-10-05,7914.85009765625,7914.85009765625,7826.89990234375,7850.89990234375,7811.68408203125,795061
2023-10-06,7850.0,8192.0,7845.0,8168.5498046875,8127.74755859375,2145034
2023-10-09,8102.0498046875,8135.0,8018.0,8027.7001953125,7987.6015625,747800
2023-10-10,8055.0,8135.0,8021.0,8083.60009765625,8043.22216796875,965024
2023-10-11,8139.7998046875,8173.0,8095.4501953125,8101.9501953125,8061.48046875,712372
2023-10-12,8125.0,8127.0,8003.0,8014.2998046875,7974.26806640625,764092
2023-10-13,7999.5498046875,8082.89990234375,7956.0498046875,8051.64990234375,8011.431640625,662282
