Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,4860.0,4992.0,4832.0498046875,4984.5,4972.36474609375,800554
2023-09-06,4980.0,5043.64990234375,4954.0,5033.10009765625,5020.8466796875,535407
2023-09-07,5029.9501953125,5044.89990234375,4987.0,5029.0498046875,5016.80615234375,334709
2023-09-08,5040.0,5049.7998046875,4977.9501953125,4985.14990234375,4973.0126953125,292671
2023-09-11,5004.0,5106.7998046875,5003.75,5095.9501953125,5083.5439453125,543287
2023-09-12,5111.0,5125.0,4966.0,4979.2001953125,4967.07763671875,483061
2023-09-13,4975.0,5021.2001953125,4945.0,5011.0,4998.80029296875,232238
2023-09-14,5001.0,5100.0,4995.5,5084.5498046875,5072.1708984375,414391
2023-09-15,5084.5498046875,5150.39990234375,5061.7001953125,5091.7998046875,5079.4033203125,658355
2023-09-18,5100.0,5162.0,5067.35009765625,5075.14990234375,5062.7939453125,371912
2023-09-20,5051.4501953125,5059.7998046875,4929.0,5006.2998046875,4994.111328125,509910
2023-09-21,4990.0,5046.9501953125,4975.4501953125,5020.0498046875,5007.828125,422586
2023-09-22,5013.0,5016.7998046875,4955.0,4989.5498046875,4977.40234375,348459
2023-09-25,5014.89990234375,5113.4501953125,4972.85009765625,5097.0498046875,5084.640625,386746
2023-09-26,5097.0,5097.0,5030.25,5053.7001953125,5041.396484375,267102
2023-09-27,5054.0,5118.85009765625,5020.0,5105.35009765625,5092.92041015625,460768
2023-09-28,5105.35009765625,5145.5,4995.0,5020.10009765625,5007.87841796875,407714
2023-09-29,5054.0,5186.9501953125,5026.60009765625,5137.75,5125.24169921875,410567
2023-10-03,5138.9501953125,5154.9501953125,5066.0,5118.9501953125,5106.4873046875,268482
2023-10-04,5085.0,5096.85009765625,4982.2998046875,5047.39990234375,5035.111328125,442482
2023-10-05,5054.9501953125,5079.85009765625,5026.64990234375,5047.0498046875,5034.76220703125,363289
2023-10-06,5050.0,5084.0,5028.7998046875,5060.25,5047.9306640625,407753
2023-10-09,5000.0,5066.0,4987.0498046875,5047.2998046875,5035.01171875,176296
2023-10-10,5068.9501953125,5084.5498046875,5033.0,5066.7001953125,5054.36474609375,202645
2023-10-11,5072.9501953125,5140.0,5065.0,5092.85009765625,5080.45068359375,336099
2023-10-12,5092.7998046875,5113.9501953125,4871.7001953125,4993.85009765625,4981.69189453125,1029595
2023-10-13,4988.9501953125,5029.10009765625,4933.75,5017.2998046875,5005.0849609375,410013
2023-10-16,5030.0,5049.4501953125,4986.39990234375,5021.7001953125,5009.474609375,259806
2023-10-17,5050.0,5068.0,5012.2001953125,5028.7998046875,5016.556640625,217907
2023-10-18,5021.0,5039.9501953125,4938.4501953125,4977.25,4965.13232421875,341459
2023-10-19,4977.25,5019.9501953125,4935.14990234375,4997.0498046875,4984.8837890625,231958
2023-10-20,4990.10009765625,4999.9501953125,4940.5,4977.5498046875,4965.43115234375,252447
2023-10-23,4977.0,5010.5498046875,4944.14990234375,4969.5498046875,4957.45068359375,363474
2023-10-25,4960.0,4971.35009765625,4831.5,4859.89990234375,4848.06787109375,894230
2023-10-26,4859.89990234375,4859.89990234375,4726.0,4760.2998046875,4748.71044921875,836962
2023-10-27,4779.9501953125,4860.5498046875,4776.7998046875,4830.2001953125,4818.4404296875,333727
2023-10-30,4840.0,4868.39990234375,4783.0498046875,4841.75,4829.96240234375,234759
2023-10-31,4832.0,4899.64990234375,4805.2001953125,4819.89990234375,4808.1650390625,276660
2023-11-01,4835.0,4856.0,4790.0,4796.5498046875,4784.8720703125,281746
2023-11-02,4837.7998046875,4895.0,4810.2001953125,4887.0,4875.10205078125,214035
2023-11-03,4950.75,5165.5,4937.0498046875,5153.2001953125,5140.654296875,1262458
2023-11-06,5141.0498046875,5228.0,5127.5,5164.9501953125,5152.37548828125,399720
2023-11-07,5150.0,5181.9501953125,5121.0498046875,5136.85009765625,5124.34375,222204
2023-11-08,5135.0,5153.64990234375,5087.4501953125,5110.9501953125,5098.5068359375,400498
2023-11-09,5147.5,5313.0,5122.0498046875,5297.60009765625,5284.70263671875,1032216
2023-11-10,5300.0,5338.0,5218.64990234375,5278.5,5265.64892578125,696409
2023-11-13,5250.0,5279.0,5200.2001953125,5220.64990234375,5207.93994140625,150128
2023-11-15,5283.85009765625,5295.0,5207.0,5224.9501953125,5212.2294921875,356675
2023-11-16,5224.0,5368.0,5201.75,5338.75,5325.75244140625,449045
2023-11-17,5332.2001953125,5493.35009765625,5306.14990234375,5478.9501953125,5465.611328125,735541
2023-11-20,5475.0,5595.0,5455.0498046875,5473.9501953125,5460.62353515625,526567
2023-11-21,5500.0,5520.2998046875,5422.39990234375,5466.7998046875,5453.490234375,382979
2023-11-22,5467.0,5539.9501953125,5439.14990234375,5532.0,5518.53173828125,302473
2023-11-23,5530.0,5550.0,5473.2998046875,5493.9501953125,5480.57470703125,234584
2023-11-24,5493.0,5493.0,5395.0,5401.2998046875,5388.14990234375,270183
2023-11-28,5401.2998046875,5424.85009765625,5341.0,5366.7998046875,5353.73388671875,362746
2023-11-29,5372.10009765625,5435.0,5364.5,5421.9501953125,5408.75,277119
2023-11-30,5382.0,5550.0,5382.0,5528.9501953125,5515.48974609375,775261
2023-12-01,5550.0,5687.64990234375,5530.35009765625,5591.14990234375,5577.53759765625,546990
2023-12-04,5626.0,5658.25,5569.60009765625,5622.5498046875,5608.861328125,936113
2023-12-05,5610.0,5689.0,5525.0,5580.2001953125,5566.61474609375,787929
2023-12-06,5534.14990234375,5639.0,5508.75,5543.10009765625,5529.6044921875,574427
2023-12-07,5490.25,5519.7998046875,5441.5,5461.39990234375,5448.103515625,510609
2023-12-08,5495.0,5572.5498046875,5439.0498046875,5555.35009765625,5541.8251953125,456382
2023-12-11,5550.0,5555.35009765625,5490.0,5547.35009765625,5533.8447265625,238128
2023-12-12,5550.0,5550.0,5403.2001953125,5428.9501953125,5415.73291015625,615205
2023-12-13,5402.9501953125,5452.0,5369.39990234375,5426.75,5413.5380859375,476781
2023-12-14,5494.7998046875,5532.9501953125,5452.10009765625,5515.89990234375,5502.47119140625,490550
2023-12-15,5530.0,5588.0,5500.0,5551.2001953125,5537.68505859375,349758
2023-12-18,5550.5,5607.75,5494.0,5498.64990234375,5485.2626953125,428321
2023-12-19,5508.7998046875,5675.35009765625,5503.7001953125,5555.5,5541.974609375,682732
2023-12-20,5555.5,5605.7998046875,5375.10009765625,5402.2001953125,5389.0478515625,437044
2023-12-21,5344.0,5553.0,5284.85009765625,5475.85009765625,5462.51904296875,487514
2023-12-22,5510.0,5549.0,5462.7001953125,5541.39990234375,5527.9091796875,220537
2023-12-26,5541.39990234375,5645.0,5526.14990234375,5633.14990234375,5619.435546875,243281
2023-12-27,5635.0,5715.0,5615.60009765625,5687.4501953125,5673.603515625,307177
2023-12-28,5675.0,5770.0,5674.75,5760.5,5746.4755859375,568149
2023-12-29,5740.0,5758.9501953125,5677.2998046875,5704.10009765625,5690.212890625,325682
2024-01-01,5741.0,5765.0,5707.85009765625,5750.0498046875,5736.05078125,127030
2024-01-02,5738.10009765625,5782.64990234375,5680.0,5746.35009765625,5732.35986328125,166449
2024-01-03,5730.0,5786.0,5673.0498046875,5768.2998046875,5754.25634765625,198997
2024-01-04,5768.2998046875,5839.9501953125,5731.5,5762.2001953125,5748.17138671875,220702
2024-01-05,5762.2001953125,5808.7998046875,5715.0,5754.25,5740.24072265625,144894
2024-01-08,5750.0,5774.85009765625,5640.0,5682.0,5668.16650390625,157009
2024-01-09,5702.2001953125,5849.0,5674.7001953125,5797.64990234375,5783.53515625,329437
2024-01-10,5800.0,5819.2998046875,5721.2998046875,5800.89990234375,5786.77734375,239740
2024-01-11,5804.0,5892.0,5802.25,5869.89990234375,5855.60888671875,213210
2024-01-12,5870.0,5922.0,5742.85009765625,5795.7001953125,5781.58984375,250919
2024-01-15,5835.0,5924.14990234375,5804.0,5896.39990234375,5882.04443359375,375458
2024-01-16,5882.0,5967.4501953125,5829.0,5904.5498046875,5890.17431640625,347797
2024-01-17,5872.85009765625,5980.35009765625,5831.25,5925.89990234375,5911.47265625,378205
2024-01-18,5959.0,6028.9501953125,5838.0,5990.85009765625,5976.2646484375,591170
2024-01-19,5987.0,6120.0,5951.0,6094.64990234375,6079.8115234375,326813
2024-01-23,6428.0,6428.7001953125,6133.64990234375,6153.75,6138.76806640625,982889
2024-01-24,6153.5498046875,6230.0,6083.35009765625,6213.35009765625,6198.22314453125,435151
2024-01-25,6210.0498046875,6238.2001953125,6119.10009765625,6168.85009765625,6153.8310546875,337391
2024-01-29,6199.0498046875,6349.0,6177.7998046875,6329.75,6314.33935546875,554591
2024-01-30,6331.0,6387.85009765625,6283.7998046875,6309.7998046875,6294.43798828125,304312
2024-01-31,6280.0,6371.64990234375,6255.5498046875,6352.9501953125,6337.4833984375,499281
2024-02-01,6289.64990234375,6377.0,6267.7998046875,6287.9501953125,6272.6416015625,255111
2024-02-02,6320.0,6359.0498046875,6291.2998046875,6320.5498046875,6305.16162109375,239428
2024-02-05,6320.5498046875,6346.60009765625,6209.2001953125,6234.5,6219.3212890625,147909
2024-02-06,6259.9501953125,6297.89990234375,6155.0498046875,6197.2998046875,6182.2119140625,326654
2024-02-07,6237.75,6248.85009765625,6155.0,6177.9501953125,6162.90966796875,323738
2024-02-08,6201.5,6363.2001953125,6150.0,6231.0,6215.830078125,794455
2024-02-09,6269.39990234375,6473.9501953125,6213.60009765625,6437.35009765625,6421.677734375,933104
2024-02-12,6464.89990234375,6677.7998046875,6375.0,6614.4501953125,6598.3466796875,709946
2024-02-13,6614.4501953125,6740.0,6598.25,6718.89990234375,6702.5419921875,521773
2024-02-14,6718.7998046875,6775.0,6700.0,6754.10009765625,6737.65673828125,452781
2024-02-15,6750.0,6764.39990234375,6585.60009765625,6627.60009765625,6611.46484375,446114
2024-02-16,6631.0498046875,6660.4501953125,6525.10009765625,6600.5498046875,6584.48046875,391508
2024-02-19,6620.0,6675.9501953125,6511.0498046875,6657.14990234375,6640.9423828125,334607
2024-02-20,6667.5,6785.0,6637.85009765625,6759.4501953125,6749.07666015625,559251
2024-02-21,6784.9501953125,6821.9501953125,6717.2998046875,6760.14990234375,6749.77490234375,537325
2024-02-22,6765.0,6874.4501953125,6690.0498046875,6769.2001953125,6758.8115234375,564432
2024-02-23,6779.0,6786.7998046875,6723.10009765625,6774.0498046875,6763.65380859375,352524
2024-02-26,6769.9501953125,6791.75,6570.89990234375,6584.0,6573.8955078125,453443
2024-02-27,6588.0,6668.4501953125,6570.0,6620.60009765625,6610.439453125,313760
2024-02-28,6630.0,6630.0,6345.2998046875,6362.35009765625,6352.5859375,536602
2024-02-29,6392.5498046875,6392.5498046875,6062.0498046875,6101.60009765625,6092.23583984375,1543361
2024-03-01,6102.0,6107.0,5941.85009765625,6085.39990234375,6076.060546875,1749136
2024-03-04,6145.0,6171.75,6022.85009765625,6033.2998046875,6024.04052734375,551616
2024-03-05,6035.0498046875,6103.5,5976.2001953125,6061.10009765625,6051.79833984375,724456
2024-03-06,6025.0,6078.89990234375,5945.0,6054.2998046875,6045.00830078125,588776
2024-03-07,6065.5,6142.85009765625,6032.0,6048.7998046875,6039.5166015625,738112
2024-03-11,6048.7998046875,6225.0,6036.10009765625,6204.7001953125,6195.177734375,521556
2024-03-12,6240.0,6274.25,6107.5,6144.7998046875,6135.369140625,482112
2024-03-13,6180.0,6180.0,5956.0498046875,6008.39990234375,5999.1787109375,356191
2024-03-14,6008.39990234375,6095.0,5980.0,6023.14990234375,6013.90625,439181
2024-03-15,6015.0,6030.85009765625,5941.60009765625,5983.2001953125,5974.017578125,764270
2024-03-18,5997.75,6144.9501953125,5978.64990234375,6136.5498046875,6127.1318359375,419258
2024-03-19,6077.0,6125.7001953125,6034.0498046875,6113.2001953125,6103.818359375,542392
2024-03-20,6148.0,6200.7001953125,6073.4501953125,6174.0498046875,6164.57470703125,413963
2024-03-21,6189.89990234375,6214.39990234375,6105.60009765625,6182.5,6173.01171875,350032
2024-03-22,6169.14990234375,6390.89990234375,6168.7001953125,6375.89990234375,6366.11474609375,727548
2024-03-26,6398.0,6463.4501953125,6309.5,6322.4501953125,6312.7470703125,629120
2024-03-27,6355.0,6399.39990234375,6220.0,6231.4501953125,6221.88671875,603420
2024-03-28,6231.4501953125,6425.60009765625,6112.5,6356.7998046875,6347.0439453125,818070
2024-04-01,6401.0,6557.0,6372.75,6457.25,6447.33984375,440465
2024-04-02,6469.5,6469.5,6404.2001953125,6419.75,6409.8974609375,213898
2024-04-03,6399.5498046875,6409.0,6311.0,6375.0498046875,6365.26611328125,289202
2024-04-04,6425.0,6475.0,6326.39990234375,6440.60009765625,6430.7158203125,547885
2024-04-05,6440.60009765625,6480.0,6381.5498046875,6397.75,6387.93115234375,239001
2024-04-08,6397.75,6397.75,6280.0,6307.75,6298.0693359375,491584
2024-04-09,6347.7998046875,6540.0,6330.9501953125,6505.0498046875,6495.06640625,592624
2024-04-10,6505.0498046875,6515.89990234375,6451.0,6489.85009765625,6479.89013671875,174947
2024-04-12,6450.0,6477.89990234375,6362.7001953125,6406.5498046875,6396.7177734375,450885
2024-04-15,6325.10009765625,6399.10009765625,6283.0,6303.14990234375,6293.4765625,251305
2024-04-16,6299.9501953125,6347.60009765625,6202.0,6334.75,6325.02783203125,290190
2024-04-18,6306.10009765625,6334.39990234375,6053.2001953125,6074.14990234375,6064.828125,518459
2024-04-19,6140.0,6199.0,6050.0,6169.5498046875,6160.08154296875,560178
2024-04-22,6154.5,6258.0,6150.0,6238.5498046875,6228.9755859375,197001
